age,job,marital,education,default,balance,housing,loan,contact,day_of_week,month,duration,campaign,pdays,previous,poutcome,y
30,management,single,tertiary,no,29,yes,no,cellular,tue,may,174,1,-1,0,unknown,no
43,blue-collar,single,secondary,no,24,no,no,cellular,tue,may,68,1,363,1,failure,no
39,blue-collar,married,primary,no,476,yes,no,cellular,tue,may,212,1,349,4,failure,no
37,admin.,divorced,secondary,no,1573,yes,no,cellular,tue,may,639,3,326,10,failure,no
39,services,divorced,secondary,yes,-96,yes,yes,telephone,tue,may,38,6,-1,0,unknown,no
43,blue-collar,married,primary,no,-404,yes,yes,cellular,tue,may,205,2,306,1,failure,no
41,management,married,primary,no,469,yes,yes,cellular,tue,may,344,1,-1,0,unknown,no
43,blue-collar,married,secondary,no,1495,yes,no,cellular,tue,may,141,1,-1,0,unknown,no
40,blue-collar,married,primary,no,-48,yes,no,cellular,tue,may,113,1,-1,0,unknown,no
58,blue-collar,single,secondary,no,119,yes,yes,cellular,tue,may,985,1,-1,0,unknown,yes
48,technician,divorced,secondary,no,94,yes,no,cellular,tue,may,87,2,-1,0,unknown,no
47,services,married,secondary,no,311,yes,yes,cellular,tue,may,238,1,301,3,failure,no
53,management,married,secondary,no,218,yes,no,cellular,tue,may,27,6,344,12,failure,no
49,management,married,tertiary,no,666,yes,no,cellular,tue,may,337,1,309,6,failure,no
42,blue-collar,married,primary,no,0,no,no,telephone,tue,may,24,1,-1,0,unknown,no
43,blue-collar,married,primary,no,56,no,no,cellular,tue,may,365,2,-1,0,unknown,no
32,technician,single,secondary,no,-1,yes,no,cellular,tue,may,37,1,-1,0,unknown,no
30,self-employed,married,secondary,no,8563,yes,no,cellular,tue,may,109,1,351,4,other,no
41,unemployed,married,secondary,no,277,yes,no,cellular,tue,may,152,3,351,2,failure,no
43,blue-collar,married,secondary,no,1324,yes,no,telephone,tue,may,179,5,-1,0,unknown,no
32,technician,married,secondary,no,522,yes,yes,cellular,tue,may,272,5,258,4,failure,no
54,management,married,tertiary,no,384,yes,no,cellular,tue,may,30,7,-1,0,unknown,no
42,blue-collar,married,secondary,no,3,yes,no,cellular,tue,may,118,1,-1,0,unknown,no
44,blue-collar,married,primary,no,103,yes,no,cellular,tue,may,79,1,329,2,failure,no
32,housemaid,married,primary,no,51,yes,no,cellular,tue,may,324,1,-1,0,unknown,no
30,services,single,secondary,no,-158,yes,no,cellular,tue,may,426,1,370,2,failure,yes
34,blue-collar,married,secondary,no,-53,yes,no,cellular,tue,may,196,2,357,1,failure,no
37,housemaid,married,tertiary,no,166,yes,no,cellular,tue,may,132,1,-1,0,unknown,no
33,blue-collar,married,primary,no,496,no,no,cellular,tue,may,151,1,-1,0,unknown,no
47,blue-collar,married,secondary,no,-337,yes,yes,cellular,tue,may,366,1,-1,0,unknown,no
49,technician,married,secondary,no,425,yes,no,cellular,tue,may,816,1,342,4,failure,no
46,technician,divorced,tertiary,no,147,yes,no,cellular,tue,may,189,1,-1,0,unknown,no
34,admin.,single,secondary,no,151,yes,no,cellular,tue,may,590,1,370,1,other,yes
34,admin.,divorced,secondary,no,151,yes,no,cellular,tue,may,131,1,361,1,other,no
42,technician,single,tertiary,no,-411,yes,no,cellular,tue,may,78,5,292,3,failure,no
33,blue-collar,married,secondary,no,798,yes,no,cellular,tue,may,337,1,-1,0,unknown,no
44,entrepreneur,divorced,tertiary,no,134,yes,no,cellular,tue,may,78,5,-1,0,unknown,no
55,management,married,tertiary,no,5709,yes,no,cellular,tue,may,442,1,-1,0,unknown,no
30,blue-collar,married,secondary,no,3,yes,yes,cellular,tue,may,326,2,-1,0,unknown,no
48,management,married,secondary,no,2204,yes,no,cellular,tue,may,45,1,-1,0,unknown,no
56,blue-collar,married,primary,no,351,yes,no,telephone,tue,may,179,4,-1,0,unknown,no
33,management,married,tertiary,no,335,no,no,cellular,tue,may,527,2,-1,0,unknown,no
51,blue-collar,married,secondary,no,518,yes,no,cellular,tue,may,918,1,-1,0,unknown,yes
55,admin.,married,secondary,no,859,no,no,telephone,tue,may,148,6,308,1,failure,no
39,services,married,secondary,no,636,yes,no,telephone,tue,may,15,1,-1,0,unknown,no
36,management,married,secondary,no,339,yes,no,cellular,tue,may,279,1,354,1,failure,no
52,admin.,divorced,secondary,no,3029,yes,yes,cellular,tue,may,65,2,285,2,failure,no
30,blue-collar,married,secondary,no,-529,yes,no,cellular,tue,may,416,4,-1,0,unknown,no
48,admin.,divorced,secondary,no,162,yes,no,cellular,tue,may,83,1,368,4,failure,no
51,blue-collar,married,primary,no,480,yes,no,cellular,tue,may,189,1,326,5,failure,no
28,admin.,single,secondary,no,242,yes,yes,cellular,tue,may,256,1,349,1,failure,no
39,management,married,tertiary,no,266,yes,yes,cellular,tue,may,251,1,-1,0,unknown,no
48,management,married,secondary,no,410,yes,no,cellular,tue,may,116,1,-1,0,unknown,no
32,blue-collar,married,secondary,no,485,yes,no,telephone,tue,may,1100,2,-1,0,unknown,no
37,services,married,secondary,no,1543,yes,no,cellular,tue,may,451,4,85,2,success,no
31,services,single,secondary,no,-475,yes,no,telephone,tue,may,232,3,-1,0,unknown,no
32,technician,married,secondary,no,91,yes,no,cellular,tue,may,209,1,-1,0,unknown,no
27,management,single,tertiary,no,498,yes,no,cellular,tue,may,191,1,369,3,failure,no
37,blue-collar,married,secondary,no,342,yes,no,cellular,tue,may,340,2,175,1,failure,no
31,blue-collar,single,secondary,no,4978,yes,no,cellular,tue,may,313,1,-1,0,unknown,no
41,admin.,divorced,secondary,no,1634,yes,yes,cellular,tue,may,16,5,-1,0,unknown,no
39,blue-collar,married,primary,no,467,yes,no,cellular,tue,may,7,5,285,30,other,no
41,blue-collar,single,secondary,no,1564,yes,no,cellular,tue,may,493,10,362,1,other,no
39,management,single,tertiary,no,5073,yes,no,cellular,tue,may,1182,1,286,4,failure,yes
40,blue-collar,divorced,secondary,no,-244,yes,no,cellular,tue,may,184,3,-1,0,unknown,no
42,technician,married,tertiary,no,246,yes,no,telephone,tue,may,360,2,-1,0,unknown,no
48,admin.,married,secondary,no,315,yes,no,cellular,tue,may,165,1,-1,0,unknown,no
36,technician,divorced,secondary,no,69,yes,no,cellular,tue,may,61,2,369,3,failure,no
38,blue-collar,single,secondary,no,0,yes,no,cellular,tue,may,84,3,-1,0,unknown,no
51,blue-collar,married,primary,no,42,yes,no,cellular,tue,may,51,2,342,3,failure,no
44,services,married,secondary,no,4786,yes,yes,cellular,tue,may,267,1,-1,0,unknown,no
33,technician,single,tertiary,no,196,yes,no,cellular,tue,may,183,5,-1,0,unknown,no
49,entrepreneur,married,secondary,no,89,yes,no,cellular,tue,may,351,1,-1,0,unknown,no
38,admin.,single,secondary,no,883,yes,no,cellular,tue,may,95,1,327,9,other,no
58,retired,married,secondary,no,624,yes,no,cellular,tue,may,393,1,-1,0,unknown,no
39,admin.,married,secondary,no,607,yes,no,cellular,tue,may,454,2,364,3,failure,yes
32,admin.,divorced,secondary,no,1288,yes,no,cellular,tue,may,286,1,-1,0,unknown,no
32,blue-collar,married,secondary,no,1787,yes,no,cellular,tue,may,87,4,357,4,failure,no
45,blue-collar,married,secondary,no,266,yes,no,cellular,tue,may,277,1,-1,0,unknown,no
51,admin.,married,secondary,no,-287,yes,no,cellular,tue,may,814,1,-1,0,unknown,no
36,blue-collar,divorced,primary,no,-308,yes,no,cellular,tue,may,725,1,-1,0,unknown,yes
33,management,married,secondary,no,2858,yes,yes,cellular,tue,may,175,1,298,5,failure,no
45,blue-collar,married,primary,no,353,yes,no,cellular,tue,may,204,1,364,1,failure,no
35,technician,married,secondary,no,451,yes,yes,cellular,tue,may,247,1,-1,0,unknown,no
35,services,married,secondary,no,128,yes,no,cellular,tue,may,136,1,-1,0,unknown,no
39,management,single,tertiary,no,202,yes,no,cellular,tue,may,59,1,301,1,other,no
37,blue-collar,married,secondary,no,-251,yes,no,cellular,tue,may,146,3,370,1,failure,no
37,blue-collar,married,secondary,no,3420,yes,no,cellular,tue,may,77,1,301,2,failure,no
44,services,single,secondary,no,492,yes,no,cellular,tue,may,56,1,361,2,other,no
32,blue-collar,single,secondary,no,235,yes,no,cellular,tue,may,482,1,-1,0,unknown,no
38,blue-collar,married,secondary,no,-367,yes,yes,cellular,tue,may,354,1,-1,0,unknown,no
36,entrepreneur,single,primary,no,5,no,no,cellular,tue,may,396,1,172,3,failure,no
37,blue-collar,married,secondary,no,6,yes,no,cellular,tue,may,136,2,-1,0,unknown,no
32,housemaid,married,secondary,no,0,yes,no,cellular,tue,may,549,1,368,2,failure,no
39,blue-collar,single,secondary,no,175,no,no,cellular,tue,may,17,1,365,2,other,no
30,blue-collar,married,secondary,no,0,yes,no,cellular,tue,may,439,1,-1,0,unknown,no
37,services,married,secondary,no,42,yes,no,cellular,tue,may,107,3,369,4,failure,no
28,admin.,married,secondary,no,-31,yes,no,cellular,tue,may,369,1,-1,0,unknown,no
30,technician,divorced,secondary,no,789,yes,no,cellular,tue,may,356,1,-1,0,unknown,no
39,management,single,tertiary,no,0,yes,no,cellular,tue,may,561,4,369,3,failure,no
47,blue-collar,married,unknown,no,170,yes,no,cellular,tue,may,175,1,-1,0,unknown,no
47,services,married,secondary,no,367,yes,no,cellular,tue,may,309,1,306,4,success,yes
42,management,married,tertiary,no,0,no,yes,telephone,tue,may,139,3,361,4,failure,no
35,blue-collar,single,secondary,no,855,yes,no,cellular,tue,may,549,1,300,1,success,yes
41,blue-collar,married,secondary,no,449,yes,yes,cellular,tue,may,313,2,-1,0,unknown,no
28,housemaid,single,secondary,no,1,yes,no,cellular,tue,may,395,2,-1,0,unknown,no
26,entrepreneur,married,tertiary,no,38,yes,no,cellular,tue,may,119,1,294,5,failure,no
40,services,single,secondary,no,1547,yes,no,cellular,tue,may,88,2,173,1,success,no
41,blue-collar,married,secondary,no,552,yes,no,cellular,tue,may,463,1,-1,0,unknown,no
31,blue-collar,married,secondary,no,439,yes,no,cellular,tue,may,232,2,-1,0,unknown,no
36,blue-collar,married,primary,no,300,yes,no,cellular,tue,may,57,1,342,1,failure,no
30,services,single,secondary,no,419,yes,no,cellular,tue,may,300,3,-1,0,unknown,no
40,admin.,married,secondary,no,3126,yes,no,cellular,tue,may,200,2,-1,0,unknown,no
31,blue-collar,married,secondary,no,1908,no,no,cellular,tue,may,225,1,-1,0,unknown,no
33,blue-collar,married,secondary,no,1240,yes,no,cellular,tue,may,844,1,-1,0,unknown,yes
39,admin.,single,secondary,no,102,yes,no,cellular,tue,may,293,2,-1,0,unknown,no
40,management,married,tertiary,no,226,yes,no,cellular,tue,may,262,2,-1,0,unknown,no
36,blue-collar,married,secondary,no,82,yes,no,cellular,tue,may,137,2,-1,0,unknown,no
34,technician,married,secondary,no,210,yes,yes,cellular,tue,may,211,2,173,1,failure,no
36,retired,single,tertiary,no,1514,yes,no,cellular,tue,may,387,3,-1,0,unknown,no
28,technician,single,secondary,no,1453,yes,no,cellular,tue,may,246,1,343,1,other,no
29,management,married,tertiary,no,13186,yes,no,cellular,tue,may,322,1,350,2,failure,no
35,admin.,single,secondary,no,10,no,yes,cellular,tue,may,357,1,175,4,failure,no
31,blue-collar,married,secondary,no,-112,yes,no,cellular,tue,may,584,2,-1,0,unknown,no
32,blue-collar,married,secondary,no,1005,no,no,cellular,tue,may,215,1,-1,0,unknown,no
44,admin.,married,secondary,no,1380,yes,no,cellular,tue,may,240,1,-1,0,unknown,no
33,admin.,divorced,secondary,no,-417,no,no,cellular,tue,may,337,1,347,5,failure,no
35,technician,divorced,secondary,no,0,yes,no,cellular,tue,may,183,6,-1,0,unknown,no
42,admin.,single,secondary,no,470,yes,no,telephone,tue,may,207,4,-1,0,unknown,no
51,blue-collar,married,primary,no,1164,yes,no,cellular,tue,may,100,1,369,2,failure,no
42,services,divorced,secondary,no,257,yes,no,cellular,tue,may,955,2,-1,0,unknown,yes
29,services,single,unknown,no,-70,yes,yes,cellular,tue,may,146,1,356,1,failure,no
35,blue-collar,single,secondary,no,68,yes,no,cellular,tue,may,334,1,347,6,failure,no
30,blue-collar,single,secondary,no,0,yes,no,cellular,tue,may,271,1,349,4,failure,no
35,services,divorced,secondary,no,0,yes,yes,cellular,tue,may,95,4,357,1,failure,no
40,management,married,secondary,no,0,yes,no,cellular,tue,may,223,4,258,3,failure,no
35,management,married,secondary,no,4135,yes,no,cellular,tue,may,106,4,-1,0,unknown,no
57,admin.,single,secondary,no,3551,yes,no,cellular,tue,may,458,1,-1,0,unknown,yes
40,admin.,married,secondary,no,419,yes,yes,cellular,tue,may,92,1,369,1,failure,no
32,admin.,single,secondary,no,641,yes,no,cellular,tue,may,148,1,-1,0,unknown,no
56,blue-collar,married,primary,no,373,yes,no,cellular,tue,may,179,1,350,1,failure,no
31,technician,single,secondary,no,1,yes,no,cellular,tue,may,223,1,-1,0,unknown,no
44,blue-collar,married,primary,no,887,yes,no,cellular,tue,may,165,2,363,1,failure,no
41,technician,single,unknown,no,3652,yes,no,cellular,tue,may,127,1,363,2,success,no
50,management,married,primary,no,15035,yes,no,cellular,tue,may,158,1,-1,0,unknown,no
37,self-employed,divorced,secondary,no,-38,yes,no,cellular,tue,may,165,1,175,2,failure,no
47,admin.,married,secondary,no,663,yes,yes,cellular,tue,may,409,1,274,6,other,yes
45,blue-collar,married,primary,no,1335,yes,no,cellular,tue,may,88,2,-1,0,unknown,no
37,services,married,secondary,no,335,yes,no,cellular,tue,may,107,2,368,2,failure,no
38,services,single,secondary,no,895,yes,no,cellular,tue,may,1531,1,-1,0,unknown,yes
50,management,married,tertiary,no,126,yes,no,cellular,tue,may,132,3,-1,0,unknown,no
30,technician,single,secondary,no,249,no,no,cellular,tue,may,406,1,-1,0,unknown,no
31,blue-collar,married,primary,no,2581,no,no,cellular,tue,may,240,1,365,2,failure,no
46,blue-collar,married,primary,no,0,yes,no,cellular,tue,may,278,1,-1,0,unknown,no
46,blue-collar,married,primary,no,804,yes,no,cellular,tue,may,1063,2,361,1,success,yes
47,entrepreneur,married,primary,no,668,no,no,cellular,tue,may,908,1,-1,0,unknown,no
35,services,married,primary,no,764,no,no,cellular,tue,may,706,3,-1,0,unknown,no
52,blue-collar,married,primary,no,-637,yes,yes,cellular,tue,may,161,5,174,2,failure,no
56,management,married,primary,no,31,yes,no,cellular,tue,may,215,2,-1,0,unknown,no
59,services,married,primary,no,64,yes,yes,telephone,tue,may,370,2,-1,0,unknown,no
24,student,single,tertiary,no,603,yes,no,cellular,tue,may,157,5,-1,0,unknown,no
51,management,married,secondary,no,1250,yes,no,cellular,tue,may,209,2,-1,0,unknown,no
60,self-employed,married,secondary,no,18,yes,yes,cellular,tue,may,399,4,343,1,other,no
37,technician,single,tertiary,no,1894,yes,no,cellular,tue,may,1925,1,351,7,other,no
42,blue-collar,married,primary,no,-407,yes,yes,cellular,tue,may,829,7,-1,0,unknown,yes
48,blue-collar,single,secondary,no,574,no,no,cellular,tue,may,328,2,-1,0,unknown,no
33,management,single,tertiary,no,1150,yes,no,telephone,tue,may,109,2,-1,0,unknown,no
41,blue-collar,divorced,secondary,no,139,yes,no,cellular,tue,may,178,3,370,1,failure,no
35,admin.,married,secondary,no,614,yes,no,cellular,tue,may,242,2,-1,0,unknown,no
28,blue-collar,married,secondary,no,337,yes,no,cellular,tue,may,450,2,-1,0,unknown,no
36,blue-collar,married,secondary,no,129,yes,no,cellular,tue,may,183,4,-1,0,unknown,no
36,technician,single,secondary,no,75,yes,no,cellular,tue,may,485,2,342,4,other,no
49,management,divorced,secondary,no,1598,yes,no,cellular,tue,may,76,2,348,1,failure,no
37,management,married,tertiary,no,1949,yes,no,cellular,tue,may,328,2,-1,0,unknown,no
47,blue-collar,married,secondary,no,802,yes,yes,cellular,tue,may,289,2,-1,0,unknown,yes
44,management,married,tertiary,no,870,yes,yes,cellular,tue,may,118,2,369,1,failure,no
27,admin.,single,secondary,no,292,yes,no,cellular,tue,may,53,9,362,8,other,no
29,student,single,secondary,no,3872,yes,no,cellular,tue,may,453,2,-1,0,unknown,no
37,admin.,single,primary,no,912,yes,no,cellular,tue,may,637,3,328,22,other,yes
59,admin.,married,secondary,no,1575,yes,no,cellular,tue,may,301,3,263,11,success,no
46,blue-collar,married,primary,no,4170,yes,yes,cellular,tue,may,118,2,357,3,failure,no
36,blue-collar,married,secondary,no,4986,yes,no,cellular,tue,may,139,2,-1,0,unknown,no
28,student,single,secondary,no,197,yes,no,cellular,tue,may,32,1,-1,0,unknown,no
58,blue-collar,married,primary,no,1596,yes,no,cellular,tue,may,470,2,-1,0,unknown,no
54,blue-collar,married,secondary,no,143,yes,no,cellular,tue,may,278,2,309,5,failure,no
43,blue-collar,married,primary,no,-98,yes,yes,cellular,tue,may,112,2,330,3,other,no
48,blue-collar,married,primary,no,89,yes,no,telephone,tue,may,34,4,-1,0,unknown,no
57,management,married,primary,no,785,yes,no,cellular,tue,may,169,1,-1,0,unknown,no
31,admin.,single,tertiary,no,355,yes,no,cellular,tue,may,609,1,-1,0,unknown,yes
38,management,single,tertiary,no,3646,yes,no,cellular,tue,may,1710,2,286,1,other,yes
35,unemployed,married,secondary,no,194,yes,no,cellular,tue,may,192,3,-1,0,unknown,no
47,blue-collar,married,unknown,no,1044,yes,no,cellular,tue,may,208,6,371,1,failure,no
33,admin.,single,secondary,no,-15,no,no,telephone,tue,may,326,3,350,2,failure,no
50,blue-collar,divorced,primary,no,15,yes,no,cellular,tue,may,173,2,350,7,failure,no
40,management,single,tertiary,no,-50,yes,no,cellular,tue,may,306,2,350,1,failure,no
40,blue-collar,married,primary,no,1411,yes,no,cellular,tue,may,224,2,357,2,failure,no
46,technician,married,secondary,no,3,yes,yes,cellular,tue,may,614,3,-1,0,unknown,yes
40,blue-collar,married,secondary,no,327,yes,no,cellular,tue,may,474,2,357,1,failure,no
54,retired,married,primary,no,-58,no,no,cellular,tue,may,143,4,-1,0,unknown,no
54,technician,divorced,secondary,no,-11,yes,no,cellular,tue,may,168,4,-1,0,unknown,no
39,technician,married,unknown,no,0,yes,no,cellular,tue,may,106,3,-1,0,unknown,no
40,admin.,married,unknown,no,9110,yes,no,cellular,tue,may,234,6,174,3,failure,no
52,blue-collar,married,secondary,no,555,yes,no,cellular,tue,may,314,2,-1,0,unknown,no
44,self-employed,single,tertiary,no,2734,yes,no,cellular,tue,may,897,4,-1,0,unknown,yes
45,blue-collar,married,primary,no,644,yes,no,telephone,tue,may,422,2,-1,0,unknown,no
36,services,single,secondary,no,0,yes,no,cellular,tue,may,398,6,-1,0,unknown,yes
32,student,single,tertiary,no,61,yes,no,cellular,tue,may,130,3,-1,0,unknown,no
49,blue-collar,married,secondary,no,5058,no,no,cellular,tue,may,255,2,357,4,failure,no
31,technician,married,secondary,no,465,yes,no,cellular,tue,may,259,3,-1,0,unknown,no
30,blue-collar,married,primary,no,190,no,no,telephone,tue,may,29,2,370,1,failure,no
40,services,married,secondary,no,1836,yes,no,cellular,tue,may,750,2,-1,0,unknown,yes
35,admin.,married,secondary,no,2321,yes,no,cellular,tue,may,306,2,-1,0,unknown,no
39,management,married,tertiary,no,1425,yes,no,cellular,tue,may,775,3,-1,0,unknown,yes
43,technician,married,secondary,no,422,yes,no,cellular,tue,may,181,2,300,1,failure,no
43,blue-collar,married,primary,no,-25,yes,no,cellular,tue,may,254,4,365,2,failure,no
44,technician,single,secondary,no,285,yes,no,cellular,tue,may,373,3,-1,0,unknown,no
45,blue-collar,married,secondary,no,3092,yes,yes,cellular,tue,may,180,2,-1,0,unknown,no
33,blue-collar,married,secondary,no,2279,yes,no,telephone,tue,may,123,3,-1,0,unknown,no
40,blue-collar,married,primary,no,14,yes,no,cellular,tue,may,135,4,-1,0,unknown,no
49,blue-collar,married,primary,no,3028,yes,no,cellular,tue,may,216,2,259,3,other,no
36,services,married,secondary,no,257,yes,no,cellular,tue,may,86,2,-1,0,unknown,no
25,student,single,secondary,no,1116,yes,no,cellular,tue,may,85,2,71,3,failure,no
48,blue-collar,married,secondary,no,525,yes,no,cellular,tue,may,325,2,-1,0,unknown,no
33,services,married,secondary,no,204,yes,yes,cellular,tue,may,142,2,357,3,failure,no
49,services,married,secondary,no,-301,yes,no,cellular,tue,may,187,4,-1,0,unknown,no
52,retired,single,secondary,no,316,no,no,cellular,tue,may,463,3,-1,0,unknown,no
41,blue-collar,married,primary,no,5560,yes,no,cellular,tue,may,280,2,335,3,failure,no
56,admin.,married,secondary,no,550,yes,no,cellular,tue,may,398,2,-1,0,unknown,no
45,self-employed,divorced,tertiary,no,963,yes,no,cellular,tue,may,528,5,-1,0,unknown,yes
31,blue-collar,married,primary,no,-199,yes,yes,telephone,tue,may,149,5,299,10,failure,no
49,management,divorced,tertiary,no,108,yes,no,cellular,tue,may,288,2,350,2,failure,no
41,admin.,married,secondary,no,124,yes,no,cellular,tue,may,191,3,-1,0,unknown,no
38,blue-collar,married,primary,no,14,yes,yes,cellular,tue,may,317,2,-1,0,unknown,no
31,student,single,secondary,no,241,yes,no,cellular,tue,may,211,5,-1,0,unknown,no
45,blue-collar,married,secondary,no,3412,yes,no,cellular,tue,may,101,2,-1,0,unknown,no
36,technician,married,secondary,no,186,yes,no,cellular,tue,may,187,3,-1,0,unknown,no
40,admin.,married,primary,no,129,yes,no,cellular,tue,may,464,3,-1,0,unknown,no
51,services,single,primary,no,2499,yes,no,cellular,tue,may,98,5,-1,0,unknown,no
36,self-employed,single,secondary,no,74,yes,yes,cellular,tue,may,198,2,-1,0,unknown,no
38,blue-collar,single,primary,no,947,yes,no,cellular,tue,may,361,2,-1,0,unknown,no
28,services,single,secondary,no,159,yes,no,telephone,tue,may,345,2,-1,0,unknown,no
38,blue-collar,married,primary,no,481,yes,no,telephone,tue,may,114,5,-1,0,unknown,no
32,technician,married,secondary,no,465,yes,no,cellular,tue,may,210,2,-1,0,unknown,no
59,admin.,married,secondary,no,145,yes,no,telephone,tue,may,556,2,287,13,success,yes
37,technician,married,secondary,no,64,yes,no,cellular,tue,may,239,4,278,2,other,no
31,management,single,tertiary,no,2592,no,no,cellular,tue,may,349,2,174,1,failure,no
45,management,married,tertiary,no,677,yes,no,cellular,tue,may,253,3,334,2,failure,no
43,blue-collar,married,unknown,no,245,yes,yes,cellular,tue,may,112,4,369,2,other,no
37,admin.,married,secondary,no,1193,no,no,cellular,tue,may,396,2,-1,0,unknown,no
55,housemaid,married,secondary,no,167,yes,no,cellular,tue,may,178,3,357,7,failure,no
39,blue-collar,married,secondary,no,5092,yes,no,cellular,tue,may,206,2,329,6,failure,no
36,blue-collar,married,primary,no,356,yes,yes,cellular,tue,may,692,4,172,4,other,no
52,housemaid,married,secondary,no,411,yes,no,telephone,tue,may,210,3,-1,0,unknown,no
58,entrepreneur,married,primary,no,1153,yes,yes,telephone,tue,may,206,6,337,6,failure,no
38,blue-collar,married,secondary,no,1556,yes,no,cellular,tue,may,191,3,-1,0,unknown,no
34,blue-collar,married,secondary,no,634,no,yes,cellular,tue,may,737,3,-1,0,unknown,yes
43,blue-collar,married,primary,no,555,yes,no,cellular,tue,may,175,2,369,2,failure,no
36,services,single,secondary,no,590,yes,no,cellular,tue,may,170,3,-1,0,unknown,no
38,technician,divorced,secondary,no,5733,yes,no,cellular,tue,may,173,8,278,4,failure,no
49,services,married,secondary,no,271,yes,yes,cellular,tue,may,541,2,330,2,other,no
60,blue-collar,married,primary,no,193,yes,no,telephone,tue,may,89,2,-1,0,unknown,no
48,services,divorced,secondary,no,201,yes,no,cellular,tue,may,242,3,371,2,failure,no
25,admin.,single,secondary,no,53,yes,no,cellular,tue,may,213,6,-1,0,unknown,no
25,student,single,secondary,no,14657,yes,no,cellular,tue,may,194,3,-1,0,unknown,no
44,admin.,single,secondary,no,469,yes,yes,cellular,tue,may,158,2,-1,0,unknown,no
60,technician,married,secondary,no,-247,yes,no,telephone,tue,may,472,2,351,1,failure,no
40,blue-collar,married,primary,no,2495,yes,no,cellular,tue,may,135,2,354,3,other,no
34,blue-collar,married,secondary,no,840,yes,no,cellular,tue,may,275,3,-1,0,unknown,no
35,blue-collar,married,secondary,no,-184,yes,no,telephone,tue,may,155,2,-1,0,unknown,no
31,blue-collar,married,primary,no,295,yes,no,cellular,tue,may,235,6,-1,0,unknown,no
41,services,married,secondary,no,0,yes,yes,telephone,tue,may,125,4,-1,0,unknown,no
46,blue-collar,married,secondary,no,1583,yes,no,telephone,tue,may,175,5,278,7,failure,no
52,blue-collar,married,primary,no,1141,yes,no,cellular,tue,may,22,5,-1,0,unknown,no
45,blue-collar,married,unknown,no,23,yes,no,cellular,tue,may,134,4,-1,0,unknown,no
37,technician,married,secondary,no,807,yes,no,cellular,tue,may,807,3,172,4,failure,no
33,admin.,single,secondary,no,422,yes,no,cellular,tue,may,235,2,361,2,failure,no
39,blue-collar,single,secondary,no,631,yes,no,cellular,tue,may,57,2,344,8,other,no
53,admin.,divorced,secondary,no,28,yes,yes,cellular,tue,may,673,4,-1,0,unknown,no
43,unemployed,divorced,primary,no,-70,yes,no,cellular,tue,may,124,2,-1,0,unknown,no
43,blue-collar,married,primary,no,483,yes,no,cellular,tue,may,225,3,-1,0,unknown,no
43,blue-collar,married,primary,no,250,yes,no,cellular,tue,may,144,5,342,16,failure,no
37,blue-collar,single,tertiary,no,1436,yes,no,cellular,tue,may,177,2,-1,0,unknown,no
40,services,married,secondary,no,949,yes,no,cellular,tue,may,285,3,287,8,failure,no
42,blue-collar,married,primary,no,159,yes,no,telephone,tue,may,295,3,-1,0,unknown,no
38,blue-collar,married,primary,no,1455,yes,no,telephone,tue,may,101,2,356,2,failure,no
34,blue-collar,married,primary,no,1309,yes,no,cellular,tue,may,456,2,364,1,failure,no
39,admin.,married,secondary,no,0,no,no,telephone,tue,may,256,4,-1,0,unknown,no
58,blue-collar,single,primary,no,26,yes,no,cellular,tue,may,600,4,-1,0,unknown,no
40,blue-collar,married,primary,no,332,yes,no,cellular,tue,may,339,2,369,3,failure,no
37,technician,married,secondary,no,135,yes,no,cellular,tue,may,268,3,-1,0,unknown,no
43,management,single,tertiary,no,359,yes,no,telephone,tue,may,899,3,-1,0,unknown,no
46,services,married,secondary,no,2381,yes,no,telephone,tue,may,220,3,363,1,other,no
40,services,married,secondary,no,56,yes,no,cellular,tue,may,700,3,-1,0,unknown,no
44,blue-collar,married,secondary,no,199,yes,no,cellular,tue,may,150,7,-1,0,unknown,no
32,management,single,tertiary,no,933,yes,no,cellular,tue,may,147,4,307,1,failure,no
43,management,married,tertiary,no,1158,yes,no,telephone,tue,may,236,6,342,1,other,no
40,blue-collar,married,primary,no,1397,yes,no,telephone,tue,may,58,2,334,1,failure,no
46,entrepreneur,married,secondary,no,404,yes,no,telephone,tue,may,1388,7,347,2,failure,no
38,blue-collar,married,secondary,no,0,yes,no,cellular,tue,may,57,5,349,1,other,no
36,blue-collar,married,primary,no,578,yes,no,cellular,tue,may,130,2,-1,0,unknown,no
28,technician,single,secondary,no,100,yes,no,cellular,tue,may,70,5,-1,0,unknown,no
42,blue-collar,married,primary,no,402,no,no,cellular,tue,may,31,7,330,17,failure,no
41,blue-collar,married,primary,no,1356,yes,no,cellular,tue,may,50,2,-1,0,unknown,no
33,management,married,tertiary,no,331,yes,no,cellular,tue,may,94,3,-1,0,unknown,no
35,technician,single,secondary,no,399,yes,no,cellular,tue,may,496,2,345,3,failure,yes
36,admin.,divorced,secondary,no,1089,yes,no,telephone,tue,may,83,5,175,4,other,no
36,blue-collar,married,secondary,no,1383,yes,no,telephone,tue,may,16,6,-1,0,unknown,no
45,blue-collar,married,primary,no,700,yes,no,telephone,tue,may,29,4,-1,0,unknown,no
47,housemaid,married,secondary,no,0,yes,no,telephone,tue,may,20,2,-1,0,unknown,no
43,blue-collar,married,secondary,no,620,yes,no,cellular,tue,may,46,4,-1,0,unknown,no
